session_id,customer_id,product_id,device_id,date_id,quantity,abandon_date,abandon_time,is_abandoned
1265,604,19,4,38,2,2023-07-26,2025-12-18 02:31:59,1
1266,721,24,4,306,4,2023-03-24,2025-12-18 12:29:05,1
1267,744,18,3,5,2,2023-05-17,2025-12-18 20:55:18,1
1268,553,18,2,346,2,2023-07-25,2025-12-18 23:57:23,1
1269,765,10,3,147,3,,,0
1270,223,15,3,298,5,,,0
1271,192,19,2,116,1,,,0
1272,461,20,5,315,3,,,0
1273,651,13,4,343,5,2023-05-22,2025-12-18 06:49:24,1
1274,818,24,5,97,4,,,0
1275,306,3,5,81,5,,,0
1276,616,23,4,217,4,,,0
1277,796,21,2,152,2,,,0
1278,878,25,1,364,5,,,0
1279,457,18,3,199,2,2023-03-11,2025-12-18 15:04:51,1
1280,552,13,5,271,1,,,0
1281,476,1,1,268,5,,,0
1282,413,17,1,318,3,,,0
1283,266,24,3,246,2,2023-04-14,2025-12-18 08:33:35,1
1284,958,11,5,50,4,,,0
1285,512,10,1,284,1,,,0
1286,666,1,2,44,1,2023-12-28,2025-12-18 10:16:44,1
1287,29,12,4,3,2,,,0
1288,779,1,5,250,1,,,0
1289,346,21,4,325,1,2023-12-26,2025-12-18 02:53:49,1
1290,403,2,2,227,2,,,0
1291,173,4,2,202,1,,,0
1292,624,15,4,304,1,,,0
1293,579,20,4,352,5,2023-05-20,2025-12-18 07:04:27,1
1294,517,21,3,232,2,,,0
1295,736,15,4,8,1,,,0
1296,921,9,2,141,5,2023-06-06,2025-12-18 18:05:10,1
1297,657,15,2,363,5,,,0
1298,294,3,4,280,4,,,0
1299,723,25,4,336,2,,,0
1300,837,6,2,268,4,,,0
1301,612,11,2,62,2,,,0
1302,415,9,3,319,1,2023-06-14,2025-12-18 15:14:38,1
1303,388,9,3,304,4,2023-10-28,2025-12-18 14:53:12,1
1304,906,3,2,282,2,2023-05-28,2025-12-18 18:16:59,1
1305,896,24,3,201,3,,,0
1306,511,14,2,344,3,,,0
1307,94,11,4,209,3,,,0
1308,279,2,3,71,4,2023-08-20,2025-12-18 17:16:30,1
1309,294,24,5,114,5,,,0
1310,388,9,1,195,2,,,0
1311,473,21,5,23,4,,,0
1312,748,2,4,364,3,,,0
1313,694,10,5,285,1,2023-11-20,2025-12-18 02:25:21,1
1314,286,6,1,12,1,,,0
1315,184,1,4,349,5,,,0
1316,173,15,4,19,1,,,0
1317,670,9,2,342,1,2023-11-02,2025-12-18 19:43:50,1
1318,811,13,4,334,5,2023-07-23,2025-12-18 18:27:08,1
1319,129,8,1,240,3,2023-12-18,2025-12-18 22:55:11,1
1320,399,24,4,125,3,2023-10-30,2025-12-18 23:23:11,1
1321,449,22,2,247,2,,,0
1322,965,14,1,131,4,,,0
1323,237,5,2,214,4,,,0
1324,304,1,4,28,5,2023-07-09,2025-12-18 09:56:43,1
1325,213,20,4,247,2,,,0
1326,165,1,1,207,4,2023-12-16,2025-12-18 19:49:20,1
1327,552,17,1,322,2,,,0
1328,483,20,1,74,1,2023-08-10,2025-12-18 12:49:00,1
1329,461,12,4,109,5,,,0
1330,573,16,5,130,4,,,0
1331,195,2,4,168,1,2023-09-09,2025-12-18 15:14:57,1
1332,514,5,1,43,1,2023-04-14,2025-12-18 04:58:30,1
1333,208,25,2,340,3,,,0
1334,713,2,2,335,1,,,0
1335,127,9,2,150,2,,,0
1336,61,2,5,76,3,,,0
1337,680,17,3,297,5,,,0
1338,75,2,4,249,2,2023-09-12,2025-12-18 02:23:06,1
1339,434,9,1,243,1,,,0
1340,426,18,5,135,2,2023-12-23,2025-12-18 01:30:21,1
1341,605,1,4,25,4,,,0
1342,673,20,2,258,4,,,0
1343,872,22,4,87,2,,,0
1344,859,21,4,180,3,2023-10-19,2025-12-18 21:50:24,1
1345,244,4,2,181,4,,,0
1346,146,22,2,66,1,2023-12-29,2025-12-18 20:01:48,1
1347,895,7,2,75,4,,,0
1348,405,20,1,226,4,,,0
1349,711,21,2,235,3,,,0
1350,63,15,2,186,4,,,0
1351,234,11,5,186,1,2023-10-19,2025-12-18 09:42:29,1
1352,365,17,2,261,3,,,0
1353,674,9,3,259,5,2023-08-07,2025-12-18 11:49:23,1
1354,161,13,1,147,3,,,0
1355,957,7,5,295,3,2023-07-20,2025-12-18 20:28:26,1
1356,228,3,4,112,5,,,0
1357,178,13,4,325,5,2023-01-10,2025-12-18 05:29:03,1
1358,565,17,3,348,5,,,0
1359,245,14,2,287,2,,,0
1360,328,15,1,70,5,,,0
1361,738,25,4,226,1,2023-05-09,2025-12-18 23:12:10,1
1362,512,14,5,292,5,2023-08-26,2025-12-18 23:58:44,1
1363,107,15,2,239,5,2023-08-22,2025-12-18 20:38:29,1
1364,687,24,3,334,1,,,0
1365,997,24,4,8,2,,,0
1366,961,9,4,215,4,,,0
1367,682,7,2,366,1,,,0
1368,794,4,4,307,3,2023-08-04,2025-12-18 22:50:37,1
1369,240,10,1,217,3,2023-10-01,2025-12-18 01:46:26,1
1370,157,20,1,110,1,2023-02-20,2025-12-18 12:59:43,1
1371,225,14,1,136,3,,,0
1372,186,5,1,320,3,2023-09-06,2025-12-18 22:25:54,1
1373,503,9,1,113,4,2023-11-21,2025-12-18 01:30:17,1
1374,143,8,2,29,5,2023-05-14,2025-12-18 19:50:06,1
1375,806,13,3,115,1,,,0
1376,860,12,1,94,5,2023-01-22,2025-12-18 20:15:01,1
1377,696,12,4,156,1,,,0
1378,232,19,5,44,1,,,0
1379,400,2,5,156,2,2023-10-05,2025-12-18 08:03:15,1
1380,64,20,3,197,1,,,0
1381,566,18,4,203,5,2023-12-20,2025-12-18 04:20:22,1
1382,350,7,1,272,2,,,0
1383,904,24,4,43,2,,,0
1384,379,2,1,227,1,2023-06-01,2025-12-18 19:17:27,1
1385,18,8,1,286,2,,,0
1386,377,18,3,42,3,,,0
1387,508,2,1,267,5,2023-02-25,2025-12-18 18:15:48,1
1388,659,19,4,178,5,,,0
1389,897,12,4,126,1,,,0
1390,568,22,1,48,4,2023-03-17,2025-12-18 08:21:14,1
1391,307,6,5,248,5,2023-03-27,2025-12-18 15:15:22,1
1392,392,18,5,122,1,2023-05-17,2025-12-18 18:19:02,1
1393,911,21,1,150,2,,,0
1394,550,19,2,305,2,2023-11-15,2025-12-18 12:02:13,1
1395,50,3,2,354,2,2023-06-25,2025-12-18 18:08:32,1
1396,482,7,2,326,4,,,0
1397,196,4,2,265,5,,,0
1398,295,23,4,100,4,2023-06-14,2025-12-18 10:22:16,1
1399,834,17,3,271,5,2023-08-20,2025-12-18 21:48:13,1
1400,59,16,2,120,3,2023-02-14,2025-12-18 18:11:43,1
1401,367,14,2,229,5,2023-12-19,2025-12-18 13:42:09,1
1402,577,3,5,204,3,2023-06-16,2025-12-18 11:01:53,1
1403,321,21,1,118,2,,,0
1404,519,5,3,49,3,2023-12-05,2025-12-18 17:16:38,1
1405,864,12,4,319,4,,,0
1406,799,3,2,231,1,,,0
1407,673,9,4,3,3,,,0
1408,587,21,5,289,4,2023-09-13,2025-12-18 17:50:05,1
1409,79,19,5,65,3,2023-04-16,2025-12-18 21:39:51,1
1410,176,10,3,319,4,,,0
1411,85,1,2,200,3,,,0
1412,566,6,4,261,2,,,0
1413,470,11,3,189,2,,,0
1414,887,24,4,352,2,2023-12-24,2025-12-18 01:33:31,1
1415,290,16,3,235,1,,,0
1416,670,25,5,219,5,2023-02-08,2025-12-18 15:11:54,1
1417,690,20,1,363,2,,,0
1418,52,3,1,30,1,,,0
1419,370,24,5,319,1,2023-08-04,2025-12-18 09:44:05,1
1420,81,19,5,49,4,,,0
1421,872,2,2,283,1,,,0
1422,226,15,1,67,3,,,0
1423,988,3,2,282,1,2023-01-17,2025-12-18 01:03:04,1
1424,877,9,4,252,3,2023-10-25,2025-12-18 12:49:24,1
1425,599,18,4,117,5,2023-08-14,2025-12-18 17:10:00,1
1426,269,10,5,230,3,2023-03-12,2025-12-18 19:41:30,1
1427,253,10,2,6,4,,,0
1428,594,7,1,124,1,2023-05-17,2025-12-18 21:22:15,1
1429,51,21,1,365,4,2023-07-20,2025-12-18 09:07:57,1
1430,119,19,3,209,3,2023-12-09,2025-12-18 04:05:02,1
1431,731,15,4,125,5,2023-08-03,2025-12-18 20:07:01,1
1432,41,5,2,217,2,,,0
1433,958,11,4,89,1,,,0
1434,593,11,4,173,2,2023-06-14,2025-12-18 05:59:55,1
1435,177,13,1,258,3,,,0
1436,611,7,3,232,1,2023-06-01,2025-12-18 18:07:40,1
1437,242,22,3,327,1,,,0
1438,562,3,2,223,5,2023-09-16,2025-12-18 23:01:09,1
1439,413,12,4,157,2,,,0
1440,655,13,5,87,3,,,0
1441,814,5,5,91,1,,,0
1442,835,24,2,353,1,2023-05-17,2025-12-18 16:24:36,1
1443,932,2,3,188,5,2023-07-16,2025-12-18 00:18:33,1
1444,965,12,3,106,3,,,0
1445,126,19,3,197,1,,,0
1446,232,2,1,8,4,2023-02-05,2025-12-18 11:34:24,1
1447,253,19,1,115,4,2023-04-30,2025-12-18 16:00:28,1
1448,441,3,5,304,1,,,0
1449,199,10,3,90,3,2023-06-16,2025-12-18 18:46:58,1
1450,349,9,5,63,1,2023-09-26,2025-12-18 07:32:29,1
1451,437,4,2,41,5,2023-04-05,2025-12-18 02:23:28,1
1452,549,15,1,292,5,,,0
1453,545,22,3,158,1,,,0
1454,67,1,2,139,2,2023-02-02,2025-12-18 04:23:58,1
1455,773,7,5,5,4,,,0
1456,176,21,1,231,2,2023-05-13,2025-12-18 09:01:44,1
1457,257,8,2,351,1,,,0
1458,33,3,5,198,1,,,0
1459,536,20,5,288,2,2023-02-14,2025-12-18 17:47:47,1
1460,460,12,3,131,4,2023-03-16,2025-12-18 17:29:57,1
1461,826,12,2,353,2,,,0
1462,205,22,4,175,1,2023-09-25,2025-12-18 05:48:45,1
1463,775,1,1,125,1,,,0
1464,686,13,4,127,2,2023-10-15,2025-12-18 21:50:02,1
1465,961,20,1,85,4,2023-08-10,2025-12-18 18:53:43,1
1466,263,12,3,94,3,,,0
1467,872,3,1,32,1,2023-02-25,2025-12-18 17:10:33,1
1468,281,22,2,114,4,2023-02-25,2025-12-18 21:10:47,1
1469,670,11,5,11,3,2023-07-05,2025-12-18 14:15:27,1
1470,999,17,1,24,2,,,0
1471,206,24,3,79,3,2023-07-16,2025-12-18 08:07:43,1
1472,396,19,5,328,2,,,0
1473,885,21,5,336,5,,,0
1474,130,2,2,180,4,2023-02-23,2025-12-18 19:39:32,1
1475,849,24,1,46,1,,,0
1476,111,8,3,205,4,,,0
1477,180,15,5,185,3,2023-01-05,2025-12-18 13:41:12,1
1478,894,20,3,190,1,,,0
1479,791,19,3,360,5,2023-12-24,2025-12-18 03:37:58,1
1480,65,14,4,167,4,2023-10-11,2025-12-18 01:50:55,1
1481,788,21,1,92,2,,,0
1482,965,23,1,334,1,,,0
1483,311,13,1,347,4,,,0
1484,320,20,5,182,3,,,0
1485,697,21,2,85,5,2023-02-11,2025-12-18 04:46:49,1
1486,168,15,5,177,3,,,0
1487,663,4,4,365,2,,,0
1488,179,22,3,290,4,2023-05-11,2025-12-18 06:18:55,1
1489,399,5,3,206,4,2023-08-01,2025-12-18 15:36:36,1
1490,523,14,3,90,4,2023-10-20,2025-12-18 15:05:50,1
1491,428,2,3,263,1,,,0
1492,554,7,5,228,1,,,0
1493,293,10,5,195,5,2023-07-17,2025-12-18 07:56:31,1
1494,853,13,4,200,2,,,0
1495,344,3,3,120,2,,,0
1496,134,6,2,257,1,2023-09-08,2025-12-18 03:35:19,1
1497,668,3,5,104,3,2023-06-06,2025-12-18 16:17:41,1
1498,682,2,1,241,4,,,0
1499,709,18,5,303,1,2023-08-17,2025-12-18 17:33:40,1
1500,741,11,1,224,5,2023-11-22,2025-12-18 22:32:25,1
1501,241,9,3,2,5,,,0
1502,707,25,3,349,5,2023-08-13,2025-12-18 09:08:24,1
1503,923,5,2,350,2,,,0
1504,208,8,1,107,2,,,0
1505,463,1,1,360,1,,,0
1506,668,1,3,335,4,2023-07-02,2025-12-18 18:30:25,1
1507,200,7,1,258,1,,,0
1508,895,18,3,35,5,,,0
1509,687,7,3,122,3,,,0
1510,215,6,3,56,3,2023-12-27,2025-12-18 15:19:51,1
1511,389,18,3,278,2,,,0
1512,527,15,4,181,3,,,0
1513,589,15,2,70,5,2023-06-08,2025-12-18 09:25:01,1
1514,601,11,5,129,1,2023-07-04,2025-12-18 23:40:05,1
1515,645,22,1,23,1,,,0
1516,241,2,1,90,2,2023-09-24,2025-12-18 16:57:04,1
1517,950,17,3,288,3,,,0
1518,300,21,5,19,5,,,0
1519,844,16,4,280,4,2023-11-26,2025-12-18 18:11:16,1
1520,142,11,1,337,1,,,0
1521,576,10,3,148,3,,,0
1522,135,13,2,83,2,2023-12-16,2025-12-18 01:51:40,1
1523,346,12,4,217,1,2023-08-22,2025-12-18 07:42:58,1
1524,669,14,4,205,4,2023-05-27,2025-12-18 12:14:08,1
1525,317,23,1,150,1,2023-08-21,2025-12-18 06:24:46,1
1526,835,21,3,11,1,2023-02-14,2025-12-18 10:44:11,1
1527,874,13,1,165,2,2023-01-23,2025-12-18 20:46:56,1
1528,266,17,4,264,2,,,0
1529,4,18,1,191,4,,,0
1530,366,6,1,80,2,,,0
1531,235,16,2,85,2,,,0
1532,953,24,5,366,1,2023-02-08,2025-12-18 23:19:06,1
1533,277,18,1,37,4,2023-12-14,2025-12-18 05:42:06,1
1534,707,12,3,138,1,2023-01-15,2025-12-18 18:17:53,1
1535,699,23,5,174,4,,,0
1536,138,9,3,257,4,,,0
1537,569,16,5,322,3,2023-10-15,2025-12-18 02:37:37,1
1538,624,2,3,73,2,,,0
1539,424,7,4,306,4,,,0
1540,774,11,2,53,1,2023-09-07,2025-12-18 15:01:56,1
1541,368,9,2,303,1,,,0
1542,674,23,2,318,1,,,0
1543,653,10,1,72,4,2023-06-02,2025-12-18 00:56:56,1
1544,674,20,1,220,4,,,0
1545,401,7,1,133,1,2023-08-01,2025-12-18 14:01:16,1
1546,661,8,2,194,3,,,0
1547,934,10,4,32,4,,,0
1548,859,1,4,240,4,,,0
1549,729,1,4,8,3,2023-08-27,2025-12-18 09:16:14,1
1550,55,9,5,161,4,2023-06-04,2025-12-18 21:28:56,1
1551,631,4,5,163,1,2023-06-17,2025-12-18 11:18:13,1
1552,461,24,4,124,4,,,0
1553,47,7,3,356,5,2023-08-28,2025-12-18 19:39:50,1
1554,496,22,3,43,4,2023-08-16,2025-12-18 09:29:18,1
1555,684,1,3,189,3,2023-07-26,2025-12-18 05:19:32,1
1556,28,10,4,248,2,2023-02-13,2025-12-18 07:21:04,1
1557,49,11,1,229,3,2023-03-01,2025-12-18 08:32:32,1
1558,487,4,1,97,5,,,0
1559,460,2,5,80,3,,,0
1560,265,12,3,318,1,2023-12-31,2025-12-18 22:52:31,1
1561,386,3,3,299,1,,,0
1562,739,4,1,153,2,,,0
1563,451,9,4,208,5,,,0
1564,40,3,1,167,1,,,0
1565,898,20,1,13,1,,,0
1566,154,3,4,153,5,,,0
1567,10,20,3,80,3,2023-08-09,2025-12-18 12:41:21,1
1568,867,9,5,60,5,2023-12-26,2025-12-18 14:23:14,1
1569,490,14,4,26,2,2023-09-26,2025-12-18 18:29:38,1
1570,951,21,2,248,1,2023-04-21,2025-12-18 22:30:07,1
1571,994,19,2,21,2,2023-05-30,2025-12-18 21:28:46,1
1572,235,25,4,51,5,2023-11-07,2025-12-18 15:14:45,1
1573,341,11,4,18,5,2023-07-13,2025-12-18 12:52:45,1
1574,474,11,1,225,3,,,0
1575,698,16,3,44,2,,,0
1576,675,23,3,205,5,,,0
1577,147,6,3,242,1,2023-05-28,2025-12-18 23:47:12,1
1578,682,6,3,56,4,2023-01-30,2025-12-18 16:34:29,1
1579,252,1,2,221,2,2023-07-30,2025-12-18 02:17:20,1
1580,601,22,5,115,4,2023-02-18,2025-12-18 03:33:12,1
1581,927,19,1,86,1,,,0
1582,397,25,3,179,3,2023-04-13,2025-12-18 00:25:10,1
1583,731,23,5,322,2,,,0
1584,428,14,4,338,2,2023-01-22,2025-12-18 02:31:16,1
1585,55,2,2,165,5,,,0
1586,641,22,2,204,5,2023-03-24,2025-12-18 10:04:14,1
1587,336,24,2,353,5,,,0
1588,508,8,1,2,3,2023-01-07,2025-12-18 13:25:34,1
1589,15,7,5,270,5,2023-12-13,2025-12-18 02:10:04,1
1590,812,20,2,323,4,,,0
1591,37,8,5,81,2,,,0
1592,816,21,5,312,3,,,0
1593,592,18,4,46,4,,,0
1594,557,1,1,27,3,2023-12-14,2025-12-18 13:40:53,1
1595,907,2,2,323,1,,,0
1596,685,1,4,242,5,2023-04-05,2025-12-18 09:03:43,1
1597,733,8,3,222,5,,,0
1598,388,3,5,246,5,2023-07-16,2025-12-18 23:19:58,1
1599,810,16,4,133,4,2023-03-29,2025-12-18 14:03:46,1
1600,908,6,2,36,3,2023-06-26,2025-12-18 00:49:54,1
1601,370,12,3,125,4,2023-12-15,2025-12-18 18:52:44,1
1602,98,14,1,170,1,2023-11-23,2025-12-18 00:11:56,1
1603,698,10,4,115,1,2023-12-23,2025-12-18 15:31:17,1
1604,79,10,2,222,3,2023-05-07,2025-12-18 10:27:44,1
1605,50,13,3,325,1,2023-11-13,2025-12-18 14:55:44,1
1606,821,6,3,259,1,2023-02-02,2025-12-18 16:23:45,1
1607,643,21,5,242,1,,,0
1608,42,16,3,5,1,2023-05-17,2025-12-18 02:33:47,1
1609,169,22,5,321,4,,,0
1610,582,15,2,106,3,,,0
1611,223,3,1,193,2,,,0
1612,531,7,5,137,1,,,0
1613,852,16,2,212,4,2023-10-18,2025-12-18 13:23:09,1
1614,632,18,5,36,2,2023-02-28,2025-12-18 22:44:13,1
1615,196,6,5,339,3,2023-09-17,2025-12-18 12:10:03,1
1616,970,23,1,88,2,,,0
1617,198,9,3,251,5,,,0
1618,292,3,3,159,4,,,0
1619,524,1,2,204,4,,,0
1620,682,10,4,152,4,2023-11-04,2025-12-18 02:19:40,1
1621,503,23,3,336,4,,,0
1622,969,14,4,19,2,2023-05-23,2025-12-18 15:05:24,1
1623,949,3,4,249,5,,,0
1624,741,16,4,199,3,2023-07-20,2025-12-18 06:56:09,1
1625,468,11,5,35,5,2023-11-28,2025-12-18 16:02:06,1
1626,466,22,1,86,4,,,0
1627,251,2,5,284,1,,,0
1628,268,7,2,32,1,,,0
1629,761,15,4,136,4,2023-06-03,2025-12-18 08:59:01,1
1630,900,7,1,317,1,2023-01-07,2025-12-18 04:58:19,1
1631,562,19,2,202,4,,,0
1632,624,22,1,326,4,,,0
1633,697,9,5,24,3,2023-11-05,2025-12-18 02:09:51,1
1634,250,8,1,176,5,,,0
1635,500,18,3,235,4,,,0
1636,744,21,4,21,4,,,0
1637,817,8,5,233,2,2023-05-31,2025-12-18 22:20:39,1
1638,280,17,2,231,3,2023-11-20,2025-12-18 11:43:46,1
1639,878,20,1,356,2,2023-01-04,2025-12-18 16:59:53,1
1640,141,15,2,242,4,2023-01-11,2025-12-18 01:14:16,1
1641,904,10,5,240,5,,,0
1642,228,13,3,189,4,2023-08-23,2025-12-18 12:27:30,1
1643,973,4,5,59,1,,,0
1644,619,14,5,205,1,2023-05-17,2025-12-18 06:03:35,1
1645,252,12,4,31,3,,,0
1646,996,14,1,187,3,,,0
1647,257,24,4,126,3,,,0
1648,881,23,3,200,3,2023-02-19,2025-12-18 02:56:23,1
1649,712,10,1,229,3,,,0
1650,493,21,4,117,2,2023-01-06,2025-12-18 17:06:30,1
1651,903,8,2,64,5,2023-07-07,2025-12-18 01:09:01,1
1652,436,22,4,342,5,2023-01-12,2025-12-18 22:37:36,1
1653,728,6,2,60,2,2023-11-25,2025-12-18 09:55:06,1
1654,109,17,2,272,4,2023-05-05,2025-12-18 05:02:53,1
1655,819,2,5,211,2,2023-05-31,2025-12-18 20:19:38,1
1656,712,11,2,239,4,2023-03-13,2025-12-18 09:39:35,1
1657,418,17,2,12,4,2023-08-01,2025-12-18 14:31:03,1
1658,284,8,1,301,1,2023-10-18,2025-12-18 22:00:16,1
1659,772,24,3,9,2,2023-12-08,2025-12-18 07:12:50,1
1660,568,15,1,226,5,2023-02-01,2025-12-18 22:56:55,1
1661,7,2,4,254,5,,,0
1662,778,4,2,352,4,2023-10-30,2025-12-18 02:43:44,1
1663,275,13,3,332,4,2023-07-23,2025-12-18 05:55:28,1
1664,888,2,5,137,4,2023-05-15,2025-12-18 03:33:14,1
1665,590,15,1,327,5,,,0
1666,528,15,5,356,2,2023-07-17,2025-12-18 16:14:12,1
1667,157,16,1,209,4,,,0
1668,460,22,4,166,1,,,0
1669,252,15,4,143,3,,,0
1670,361,3,5,93,4,,,0
1671,440,7,1,286,3,2023-11-30,2025-12-18 06:04:23,1
1672,962,16,3,107,5,,,0
1673,689,22,4,349,1,2023-11-16,2025-12-18 22:27:29,1
1674,619,23,1,289,5,2023-04-14,2025-12-18 08:36:43,1
1675,469,9,1,212,4,2023-10-30,2025-12-18 19:14:23,1
1676,144,2,4,344,5,,,0
1677,364,19,3,3,1,,,0
1678,541,6,2,100,3,2023-10-16,2025-12-18 18:49:18,1
1679,848,1,5,206,5,,,0
1680,501,18,1,141,1,,,0
1681,913,23,5,59,2,,,0
1682,69,3,5,228,1,2023-06-02,2025-12-18 18:02:19,1
1683,326,25,5,106,1,2023-10-03,2025-12-18 16:04:52,1
1684,47,25,3,91,1,,,0
1685,381,22,5,41,4,2023-03-21,2025-12-18 01:29:07,1
1686,959,11,4,188,2,2023-07-30,2025-12-18 11:15:38,1
1687,27,22,4,198,5,2023-10-04,2025-12-18 10:15:24,1
1688,111,14,1,116,3,2023-10-11,2025-12-18 09:05:20,1
1689,639,11,4,69,4,,,0
1690,702,3,1,8,1,,,0
1691,105,17,4,181,2,2023-07-10,2025-12-18 21:59:58,1
1692,726,16,5,235,1,,,0
1693,584,20,2,180,2,2023-04-26,2025-12-18 13:40:41,1
1694,738,4,3,297,1,,,0
1695,489,22,5,236,2,2023-06-30,2025-12-18 23:09:42,1
1696,352,3,5,28,4,2023-03-08,2025-12-18 13:08:22,1
1697,476,11,1,297,1,2023-06-22,2025-12-18 08:47:14,1
1698,619,15,4,43,5,2023-10-11,2025-12-18 00:29:14,1
1699,138,17,4,283,2,2023-12-03,2025-12-18 12:10:15,1
1700,711,19,2,18,3,2023-10-01,2025-12-18 11:49:41,1
1701,83,5,5,178,5,2023-04-04,2025-12-18 19:09:06,1
1702,231,6,2,239,2,,,0
1703,34,15,2,77,5,,,0
1704,78,3,2,293,1,2023-11-11,2025-12-18 02:29:21,1
1705,71,3,2,167,1,,,0
1706,536,3,1,244,1,2023-10-11,2025-12-18 03:32:05,1
1707,837,24,4,94,1,2023-04-08,2025-12-18 23:19:47,1
1708,967,6,5,55,5,,,0
1709,476,18,2,280,4,,,0
1710,400,12,5,361,1,2023-10-11,2025-12-18 23:48:09,1
1711,709,15,3,97,3,2023-07-18,2025-12-18 20:05:13,1
1712,372,7,4,281,2,,,0
1713,984,25,2,358,3,,,0
1714,679,12,5,57,4,,,0
1715,557,5,3,228,3,2023-01-12,2025-12-18 09:44:32,1
1716,562,12,5,228,3,2023-10-23,2025-12-18 11:29:31,1
1717,937,14,1,198,1,2023-07-10,2025-12-18 13:34:22,1
1718,562,3,5,315,5,2023-01-08,2025-12-18 13:57:30,1
1719,812,14,2,174,4,2023-08-30,2025-12-18 16:36:41,1
1720,659,6,2,141,3,2023-01-01,2025-12-18 10:36:08,1
1721,487,24,2,14,5,2023-06-26,2025-12-18 20:05:24,1
1722,93,8,2,114,1,2023-05-29,2025-12-18 14:06:40,1
1723,497,2,2,337,1,,,0
1724,6,12,4,348,3,,,0
1725,881,19,4,156,5,2023-05-29,2025-12-18 01:09:10,1
1726,681,6,2,175,5,,,0
1727,38,14,5,337,2,2023-01-10,2025-12-18 05:24:26,1
1728,957,5,4,321,1,,,0
1729,938,2,5,316,1,,,0
1730,498,14,5,245,5,,,0
1731,781,17,5,136,2,2023-03-04,2025-12-18 10:36:10,1
1732,736,12,2,184,1,2023-08-09,2025-12-18 02:19:29,1
1733,741,19,3,238,5,,,0
1734,280,5,1,128,4,2023-01-22,2025-12-18 02:23:50,1
1735,766,4,5,65,4,,,0
1736,563,14,3,255,1,2023-07-04,2025-12-18 14:56:23,1
1737,611,23,4,166,2,2023-12-16,2025-12-18 15:25:22,1
1738,577,24,3,182,1,,,0
1739,351,11,1,198,4,,,0
1740,670,18,5,261,1,2023-06-11,2025-12-18 23:45:39,1
1741,350,16,3,64,4,,,0
1742,640,7,1,200,5,,,0
1743,79,3,1,53,1,2023-09-17,2025-12-18 17:48:08,1
1744,363,11,2,253,3,2023-11-15,2025-12-18 04:05:13,1
1745,149,20,3,11,2,,,0
1746,168,17,5,33,3,,,0
1747,305,11,2,365,3,2023-08-03,2025-12-18 21:38:34,1
1748,221,11,1,277,5,,,0
1749,814,8,3,180,5,,,0
1750,954,23,4,304,1,,,0
1751,248,25,4,229,3,,,0
1752,188,1,3,104,4,2023-05-17,2025-12-18 18:11:14,1
1753,810,17,2,280,5,,,0
1754,956,3,5,193,2,,,0
1755,349,14,1,111,4,,,0
1756,41,9,2,192,1,,,0
1757,690,17,1,14,5,,,0
1758,126,7,1,117,2,2023-03-11,2025-12-18 23:09:15,1
1759,616,2,1,187,5,2023-03-10,2025-12-18 00:25:44,1
1760,194,6,3,63,1,,,0
1761,800,17,1,160,3,2023-07-21,2025-12-18 06:59:38,1
1762,59,15,5,174,4,,,0
1763,106,12,3,65,5,,,0
1764,649,14,4,9,3,2023-09-10,2025-12-18 16:55:57,1
1765,281,11,4,278,5,2023-10-28,2025-12-18 23:20:32,1
1766,308,11,5,124,1,2023-07-19,2025-12-18 08:41:43,1
1767,858,2,5,295,1,,,0
1768,766,14,1,138,1,2023-11-12,2025-12-18 21:04:39,1
1769,394,12,3,30,4,,,0
1770,956,19,3,291,5,,,0
1771,43,8,1,44,2,2023-09-11,2025-12-18 03:12:54,1
1772,254,14,3,98,1,2023-10-13,2025-12-18 06:52:13,1
1773,870,6,3,267,3,,,0
1774,886,8,5,173,1,,,0
1775,728,13,2,59,1,2023-01-09,2025-12-18 00:51:41,1
1776,455,1,4,255,5,,,0
1777,236,9,3,29,3,,,0
1778,379,14,5,350,1,2023-02-24,2025-12-18 11:12:49,1
1779,6,4,2,268,5,,,0
1780,220,23,4,86,5,,,0
1781,556,5,4,167,1,2023-03-05,2025-12-18 04:45:06,1
1782,850,10,4,143,3,,,0
1783,996,12,4,283,2,2023-01-27,2025-12-18 06:12:11,1
1784,45,8,1,38,1,,,0
1785,444,5,2,291,4,,,0
1786,252,3,4,104,1,,,0
1787,910,25,2,125,1,2023-11-02,2025-12-18 06:51:31,1
1788,669,21,3,327,5,,,0
1789,31,11,3,131,3,2023-12-06,2025-12-18 06:28:02,1
1790,188,10,2,201,3,2023-08-31,2025-12-18 04:46:14,1
1791,831,17,2,194,4,,,0
1792,611,11,5,52,1,2023-02-12,2025-12-18 22:43:43,1
1793,470,21,4,217,4,2023-04-23,2025-12-18 13:08:12,1
1794,899,8,1,89,1,,,0
1795,475,16,5,256,2,,,0
1796,832,9,2,144,3,2023-10-08,2025-12-18 13:30:06,1
1797,354,3,5,58,3,2023-11-27,2025-12-18 22:11:48,1
1798,246,8,2,222,4,2023-06-03,2025-12-18 03:09:06,1
1799,281,17,5,321,1,,,0
1800,355,3,2,227,3,2023-07-06,2025-12-18 12:00:33,1
1801,735,1,5,222,1,,,0
1802,329,7,2,20,3,,,0
1803,144,17,2,40,3,2023-03-04,2025-12-18 08:15:32,1
1804,603,2,1,38,2,,,0
1805,762,11,3,158,2,,,0
1806,697,17,3,335,4,,,0
